Vertex1,Vertex2,Color1,Color2
W4ATV,YH8DB,red,red
ILLL9,RZ81Y,blue,green
9D9SF,60LS1,red,blue
CYOSC,EBJPP,blue,red
QQB30,EM6X2,red,blue
PG32T,OWGFI,red,green
R1JH5,RZGG2,red,green
GYJWK,RMS3X,blue,green
XIZ3Z,0ETWX,green,blue
RJMT7,OXEV0,green,green
GHLUB,ACEBZ,red,green
IGQLA,WJ6CR,blue,red
GZ7L5,IWUTO,green,red
JWFAE,U2O9D,green,blue
7LFRV,TNB22,blue,blue
5KRDT,P5H9O,green,green
95TRY,25I5U,red,green
QHDLK,P5MKY,red,green
GC5Y2,YNALB,green,green
Y5NSE,47PML,green,red
I0822,BNT5L,blue,blue
USKRX,VCLW9,blue,blue
OWIL3,S7U4A,green,green
BNTMC,S99XZ,green,green
4VKA8,QPOVG,blue,blue
2L970,LD5WR,blue,green
UABTE,LYPHQ,red,green
KRICQ,JER6M,green,red
M8F0T,MDEBL,blue,red
6PQRL,9WBUE,red,blue
NYM29,3H5IP,red,blue
6JX21,SOYLH,green,green
L0GUU,B4IF8,red,red
ZEOPT,TUB95,blue,blue
1KVGA,U0T3R,green,blue
K4E7D,7BMH8,green,green
DWSJP,B3SXM,red,red
RZUKL,EH20F,blue,blue
WGRB5,458OM,blue,red
VQMB8,CM9IK,green,green
14BWK,0YBC7,red,red
X4LY7,0NNHS,green,green
5VBDJ,GUFW9,red,green
VZ9K4,U5IQK,red,red
X4LY7,HLS1N,green,blue
1I6FP,3YGHQ,blue,green
8NJCH,0PQ1V,blue,green
IN38O,FYWQX,blue,blue
USPVZ,4SO3V,red,blue
U2R3W,SDUCZ,blue,red
RLNSC,U2O9D,blue,red
4Q9LK,0PTVR,blue,red
25M6W,IRTGL,red,green
9RYVL,7ARL1,blue,green
ZLDES,XEE6Y,red,green
NX9EW,L9KTE,blue,green
6XWDH,5KQEJ,red,green
497HN,J8K06,green,blue
0E346,7L4N7,blue,red
HAQRL,OXZY3,blue,red
5MMY6,TUB95,green,green
5B9WH,ZRLP7,red,green
WD7E6,XWPUP,blue,green
5OFQ8,DANSD,blue,green
68IVQ,VCLW9,green,green
FXF1Z,GIJFB,blue,red
SC1RQ,U81KC,red,green
8NQAS,SRQ66,green,red
JGR33,CUBF4,blue,red
SBLF3,QBZ6M,green,green
1XVCU,6JZAR,green,green
ZDMBU,JR37R,blue,green
NY1XK,EX4N8,blue,blue
JZ8U0,VWAFG,blue,blue
HZ9MN,W0DR2,red,blue
B1Q6K,CM9IK,blue,red
W4MRN,J044L,blue,blue
5Y3JS,MRQ26,green,blue
29T7Z,0OW1H,red,green
SJ4F5,5Q3W0,green,red
7386C,053M8,green,green
GYJWK,F0G9L,red,blue
IHLE7,7L4N7,red,green
GC5Y2,XGDU6,red,green
SHRY2,D0OHH,green,red
J9RMG,6JX21,blue,red
J8K06,RTH2Y,green,blue
E6RRQ,1E8CL,red,green
9K7IK,4RITS,blue,red
2U0U8,95DY7,red,red
WL8G1,LDU7F,red,green
MBTVY,TSWLN,blue,red
0JK41,1J9YF,blue,red
UK2C1,6X3TF,blue,blue
R6F6H,GBBE4,green,blue
Z4WZE,0P01H,green,red
W4MRN,SC1RQ,blue,green
H3IOL,NX6IS,blue,red
TJ1F8,GV8U2,red,blue
DZ1NO,K64N9,red,blue
URWZ0,B3CQ5,red,blue
HCS0S,V7ZQT,green,green
12KJ3,F834S,blue,red
HML9W,9WBUE,red,blue
BIV6N,MF28A,green,blue
7L4N7,FJVAM,green,blue
2N10E,VWO99,green,green
YQRQN,58LAT,green,red
9Z1RL,UPSI5,red,blue
HAXAZ,MYFU1,red,green
T0JC3,MF28A,red,red
FZPMI,7XHXX,blue,green
TPDPS,HYJP3,blue,green
Y4KI8,NW37L,green,red
4D319,497HN,blue,red
885V2,Z9VY0,green,blue
W4MRN,OEXHO,green,red
9GLJN,9JODI,red,blue
U2P5F,SRQ66,red,red
W4ATV,EE54R,blue,blue
LSYOZ,B6T28,red,green
RTLTL,HTPRR,blue,blue
UB6SB,ZLDES,blue,red
Y4ARZ,25M6W,green,green
68KDQ,MZ6V5,green,green
TF7B3,DQF3Y,red,green
CS5BZ,O4RP1,red,blue
UB6SB,6WC6X,green,red
QRVCZ,7WJYZ,red,red
J95J5,UPDB4,blue,green
Q6YHQ,TRYNL,green,blue
0VLNR,ZUH32,red,red
CVZHS,BHABZ,blue,red
DW5MJ,RZ81Y,green,red
0ZU6L,CI7JY,red,red
LSYOZ,I2K5M,red,red
G2VZ2,3RJ6U,red,green
1CZ0U,EBJPP,blue,blue
N7XBN,IPLBI,green,green
VQQJZ,0JK41,green,blue
GXBGA,4F8J5,green,red
SHRY2,FZPMI,red,green
G0X6P,GBBE4,blue,green
MZ6V5,K4WSY,green,green
4FRD4,59T6W,green,green
GIJFB,QL9EH,blue,green
T9ALU,XS4CF,red,green
FLE9Q,HTPRR,green,blue
WJ6CR,3FABK,red,green
JWEJC,A0ZLT,blue,blue
P99SW,6L9KH,green,red
WB3SK,T5YAR,blue,green
Q06GD,PCDJ2,blue,green
4RITS,B1Q6K,green,red
25M6W,G44JF,red,green
UVKYN,WL8G1,green,green
LC4JU,T0TS3,red,green
8RLVC,R7SYL,green,green
EX6D7,IYJRB,green,red
TJVG2,ECZFS,green,green
U5IQK,5BG87,red,green
N22QM,E1B4Z,red,blue
4SO3V,UABTE,blue,green
PYHV8,PYI28,red,red
7HIYA,DIZBA,blue,red
L0GUU,17GPA,green,red
LCPB3,PVP6H,green,blue
BD5AS,IWUTO,red,red
885V2,0PTVR,red,blue
7XHXX,W4MRN,blue,blue
UQ9FE,9GG22,green,red
SAZIF,240D9,green,red
6XE5S,24WWE,blue,red
EI54H,AYH5F,red,green
VFLPK,4BPDC,green,blue
UVKYN,7KMQ7,red,green
6XWDH,JZ8U0,red,red
EBAKR,U5IQK,blue,blue
HFZ09,4VKA8,green,red
WEP3W,AK6M7,red,green
E6RRQ,79KC4,red,red
47PML,J1DJT,red,blue
HLS1N,RTLTL,green,blue
B66MU,CUBF4,blue,blue
JBYFQ,UB6SB,green,red
1U9HK,8NQAS,blue,green
XGDU6,MNBK5,blue,blue
VZ9K4,3FABK,blue,blue
7KPBM,DWSJP,red,blue
RXPHO,7R1BZ,green,red
IA6NS,885V2,blue,blue
MSR3J,XJ8GV,red,blue
QBZ6M,G1BAN,green,red
JGR33,2WTFL,blue,red
024RU,RVIYT,blue,blue
P99SW,7FA80,red,blue
XG8JK,M8F0T,blue,red
4F8J5,7386C,blue,blue
WEP3W,5KRDT,green,blue
435S1,EX4N8,green,blue
NCPB6,NTPZC,green,red
H7INM,XVE9I,red,green
CX19V,WFRM0,red,blue
DB1CK,GF6KO,blue,blue
STC9O,LQQWJ,green,green
LW3QV,XX1OL,blue,green
YJNQ7,JWFAE,red,green
M4PY7,053M8,red,blue
P8UZ2,OU3EL,blue,green
MH391,AK6M7,blue,blue
NX6IS,VWAFG,blue,red
BNT5L,4PXGE,green,red
USPVZ,TVCVK,blue,blue
WUGEM,G3BPC,green,blue
IPLBI,4N8QS,blue,green
ULYCS,CABJT,green,green
JUQPG,QK1KY,red,green
EBE8N,8SO5Z,blue,blue
KVKJG,O4RP1,green,blue
JLLBD,HI6UQ,red,blue
N7XBN,GDH3B,red,red
VQMB8,S7U4A,red,green
FFML4,X43SQ,green,green
KYYP4,TNB22,red,green
8IC4M,129H8,green,red
SWPCP,ETZU0,blue,green
JGR33,JOBTU,blue,red
P8UZ2,0RD2P,red,red
STC9O,7G8B6,green,blue
PQUYZ,3XK89,blue,blue
EZP7K,X4LY7,blue,blue
J7FBX,C8Z0Z,green,green
J26IB,FYWQX,red,green
QHDLK,IIPOU,blue,blue
AJUOX,MYFU1,red,red
JR9PX,RZCIK,green,green
EMQYG,40LDN,green,red
9RC2Y,6DPQU,red,blue
B38DB,Y6W0H,blue,red
UHZ81,EBAKR,green,green
1TPG3,KVKJP,blue,green
ENOMT,1LZXI,green,green
R7SYL,Y4KI8,blue,green
ZLDES,8B1MM,blue,green
M4PY7,CHFTC,green,red
MT023,5VBDJ,red,red
U9MYY,EMQYG,blue,green
VXSGC,5F4TY,blue,blue
S5Q6V,CT6Y6,red,blue
CBQ0W,4FVGC,red,red
IL210,TVP5I,blue,red
Y7PN9,O7EYM,red,red
PG32T,R5OSH,blue,blue
I0822,HAXAZ,red,blue
PPQU2,ZY7M8,green,blue
1KVGA,GUFW9,blue,red
HRRC3,NA0OJ,green,blue
KVKJG,YTUWC,green,green
B6T28,GTEKY,red,red
5MMY6,95261,blue,green
5D0BD,G89V5,red,red
UCV8I,HTPRR,red,green
D928C,LRYSC,red,red
94CZM,EITEV,red,red
AJUOX,0PTVR,green,green
6X3TF,95TRY,red,green
UM75W,2WTFL,red,blue
0OW1H,DK7CC,blue,green
3RJ6U,1LZXI,green,blue
YH8DB,T9YXS,blue,blue
MWWIZ,1E8CL,blue,green
UABTE,0J8TC,green,green
1B3X5,QL3BO,red,red
L9KTE,M4PY7,red,red
RRIZU,RVIYT,red,green
HE01O,F46WG,blue,blue
TRRK5,MZ6V5,green,green
TU2AE,SJU70,green,blue
BDDE6,240D9,green,green
Y6E8U,U4U00,blue,green
OZUXL,KTZ8M,green,blue
DJLXF,R7310,blue,green
FMJIU,KUVKE,red,green
FJFGJ,DBJAC,red,red
XP6I4,5KRDT,blue,blue
OUB2L,CDOS5,green,green
WNE53,GZ7L5,green,red
LRYSC,5LDPF,green,blue
ZTSQY,GYJWK,red,green
Y45K6,GL1FX,green,red
YJNQ7,G0X6P,green,red
VIIYS,0VLNR,blue,red
P4VAJ,MA86Q,red,blue
SC1RQ,22XG5,green,red
47PML,SWPCP,green,red
YMHCY,X7ISR,green,blue
37PGM,SCPD1,blue,red
5Y3JS,7KPBM,red,blue
435S1,TJVG2,green,red
M8F0T,JER6M,green,green
ADLTN,TVP5I,green,red
2UGYZ,NX6IS,red,green
UJEXE,NYM29,red,red
VXSGC,A0ZLT,red,blue
0JK41,J9RMG,blue,red
LSYOZ,129H8,red,green
JGR33,HRRC3,blue,green
2NEKH,VFLPK,blue,green
MT2P6,QIPV9,red,blue
0N84X,JLLBD,blue,green
WD7E6,0BE3Q,blue,green
YWQBI,4ZE4T,red,blue
LCPB3,NX6IS,red,red
RK67T,E1B4Z,blue,blue
ZFF48,JWEJC,blue,green
L9KTE,7HIYA,green,green
G3BPC,QZ8WS,green,red
Z9ATV,4FRD4,green,green
GIJFB,GBBE4,blue,green
F0G9L,URWZ0,green,blue
1J5IR,XIX95,red,red
2HDJA,E1B4Z,red,green
FFRQC,IA9NO,blue,red
RZCIK,3H5IP,red,blue
JR37R,IA9NO,green,blue
N7XBN,45020,red,blue
ZR6FE,ZG1MT,red,green
7G8B6,QEB8G,green,blue
B66MU,5ESWV,green,green
MH391,QRT9A,blue,red
WS2R3,W0DR2,blue,green
2PH58,RK67T,blue,green
DO6YF,BJ9CO,green,green
AL938,OWGFI,blue,green
VFLPK,VGCBK,green,blue
REY4S,14BWK,red,red
3V26S,ZFF48,green,red
QL3BO,GW76F,green,red
DJ32E,9DY3I,green,blue
TKJUR,MBJ73,red,blue
F0CQJ,0MUJX,green,red
E7DB8,FFML4,green,blue
RMS3X,RERMN,red,green
EI54H,5JMHH,blue,blue
SO28D,FJFGJ,green,blue
8TQ7L,TRRK5,blue,red
RILWN,HCS0S,red,blue
DK7CC,95DY7,blue,red
19IZN,BHXS4,red,blue
21L0W,RZZF2,green,red
PRVWI,DIZBA,green,blue
9UYBE,VWAFG,green,blue
4RITS,QRT9A,red,blue
LX8YS,5KRDT,green,green
D5LWY,6XWDH,blue,red
FJVAM,QIPV9,green,blue
9YNW9,W4ATV,blue,green
FJFGJ,6PQRL,green,red
AJUOX,MH9A6,green,red
AON59,GW76F,red,red
QIPV9,WL8G1,blue,red
QTKFO,5MMY6,blue,green
1CZ0U,PTBST,green,green
GL1FX,CZBX1,blue,red
ENOMT,8O3WN,red,blue
801KY,4ZE4T,green,blue
B3SXM,7GMMP,green,red
IGQLA,6XE5S,red,green
EH20F,MF23U,red,red
PPQU2,B5S64,red,red
UVFL8,5KQ33,green,red
Q50LR,JGR33,blue,red
EX4N8,P38VP,red,red
DB1CK,9DY3I,blue,red
TF7B3,0ETWX,red,blue
ENOMT,51549,red,blue
NECSE,JLLBD,red,blue
MHUJK,YH8DB,red,green
W0DR2,3XK89,green,green
5AP0L,EBAKR,red,red
6WC6X,GUHKN,blue,blue
7Y6QP,0JK41,red,green
Y95IF,KYYP4,blue,red
MH9A6,XG8JK,green,red
OWIL3,2N10E,green,blue
VSLS8,L95CH,red,red
N22A0,VIMY8,red,red
79KC4,1ZK9D,green,blue
9Z1RL,1TZFX,red,red
QYHQE,UPSI5,green,red
UQ9FE,RZCIK,blue,red
CT6Y6,WFRM0,green,green
LD5WR,U2P5F,green,blue
3DHX9,Y6E8U,blue,green
GPNCP,7XHXX,green,blue
2594I,QPOVG,green,red
435S1,25I5U,green,red
P38VP,QO918,green,blue
IGQLA,PZ2PW,blue,red
IZWDJ,DBJAC,green,green
E3VR0,H3IOL,blue,green
QQB30,GO0S0,red,green
29BMZ,TUB95,red,green
R7310,UUQ5V,green,red
0N84X,GJP2Z,blue,green
6JZAR,E1B4Z,red,red
RZZF2,AGOZZ,blue,red
69023,668M7,blue,green
TK9MZ,MKTV8,red,blue
J2LJA,U3VP9,green,red
458OM,YMHCY,green,blue
1I6FP,RXPHO,green,green
AFCRO,6X6QR,green,red
7R1BZ,0RD2P,red,green
UK2C1,O4RP1,green,red
2CZZ6,R6F6H,blue,green
CLE4I,J044L,blue,green
NW9MK,GW76F,blue,green
7ARL1,AVYMA,blue,green
ZK44L,4N8QS,red,green
QCMCD,270ZF,blue,green
O7E9H,BNT5L,red,blue
IWP8R,K4WSY,red,green
TK9MZ,J95J5,blue,green
MBJ73,F0CQJ,red,green
U0T3R,4D319,green,green
D0OHH,23NKK,red,red
RTH2Y,RVF8H,green,blue
Z4WZE,ZFF48,blue,red
6RC7E,31ETL,green,blue
3BKOB,421TT,red,green
0BE3Q,CS5BZ,green,red
6SACK,5KRDT,red,green
4BHC6,H6XY1,blue,red
C8Z0Z,J2OYQ,red,green
U8DQB,AON59,blue,green
ROGON,TZ4GS,red,red
POZSM,UK769,blue,red
7LFRV,3KJV3,red,green
LSYOZ,O2TIT,green,green
4RS41,LX8YS,green,green
0ETWX,Q6YHQ,blue,green
3DHX9,5Q3W0,green,red
VZ9K4,U9MYY,green,red
1U9HK,4N8QS,blue,green
2WTFL,DIZBA,blue,green
NR93Z,ZG1MT,blue,red
EOH2G,JZ8U0,green,blue
FLE9Q,7FY0V,blue,red
J26IB,FJNO4,blue,green
HQ764,MYFU1,blue,red
RVIYT,9UYBE,red,blue
ZRLP7,IWUTO,blue,green
4Q9LK,NR93Z,blue,red
2OKRA,I7JCV,green,red
8TWXR,XWPUP,green,blue
5KQ33,KYYP4,red,green
LOGFW,58MXZ,green,red
1NN46,XG8JK,blue,red
70S7I,SOYLH,blue,red
WB3SK,8NQAS,red,green
VFLPK,Z5ONJ,blue,green
GBBE4,Z9VY0,blue,green
SPKFS,6WC6X,red,green
FJIZE,U2P5F,red,red
K9FQP,U26CB,green,red
J8K06,HUYSR,blue,blue
5Q3W0,0RD2P,blue,red
SWTMO,NECSE,red,green
591SU,2PH58,blue,blue
MH9A6,OYJ9Q,red,green
77EKN,MYFU1,red,red
DBJAC,VJOMK,red,green
2U0U8,1B3X5,blue,blue
CBQ0W,3V26S,blue,red
EE54R,MQAVN,blue,blue
HI6UQ,LBVHO,blue,green
OY1UK,DB1CK,red,blue
SXGHY,PVP6H,green,blue
WL8G1,SYCL1,green,green
DW5MJ,5R9W8,blue,blue
69023,PG32T,red,red
T0TS3,P38VP,green,blue
M4PY7,AYH5F,green,blue
CHFTC,KXQGY,red,blue
PRVWI,SAZIF,blue,red
4P4M4,JZYXZ,blue,green
O7E9H,6DPQU,green,blue
DNQZA,TXXHK,blue,blue
DBJAC,ZTSQY,red,blue
UJEXE,50IBQ,red,green
3EJX4,MF28A,blue,red
1YS29,0YBC7,green,red
Q3RP0,J044L,green,blue
3FABK,H2BUK,green,green
8312J,FA765,green,red
ACEBZ,7YGZC,red,green
JBLZD,2HDJA,red,blue
6X0IF,1XDT0,red,green
1X23I,497HN,green,blue
2GBYA,OXEV0,blue,green
XVE9I,ECZFS,green,red
IHLE7,EMQYG,red,red
4QZJB,D0OHH,red,red
ADLTN,RLNSC,green,red
V05JZ,7LHW8,green,blue
STC9O,0BE3Q,red,green
5LDPF,WUGEM,blue,blue
QTKFO,PYHV8,red,green
6M0W3,PUDE6,blue,green
SBLF3,XEE6Y,red,green
4UQ24,9RC2Y,red,green
F46WG,053M8,blue,red
TVQOC,RERMN,blue,green
PRVWI,CXGE8,green,red
7KMQ7,63TIL,red,blue
VJOMK,SDUCZ,blue,blue
Y6E8U,MDEBL,blue,red
I7JS7,LOMFP,green,red
5KQEJ,FJFGJ,green,blue
6BEXO,24WWE,blue,green
FJIZE,6WC6X,red,green
QULXT,6L9KH,blue,blue
7HQPC,K64N9,green,blue
SRQ66,JER6M,blue,green
OXZY3,RILWN,red,green
2ZV6W,4SO3V,blue,red
7L4N7,ZFF48,blue,green
2U0U8,ZZQOZ,green,red
BDDE6,CT6Y6,blue,green
JR37R,UI19F,green,green
K9FQP,A0ZLT,blue,blue
IP13G,5R9W8,green,blue
CXGE8,R7SYL,blue,green
BX7HE,F989P,red,green
F989P,GJP2Z,blue,red
382I1,W5Z7J,red,blue
ECZFS,P4VAJ,green,blue
VWO99,DDX2W,red,blue
KRICQ,BNT5L,green,green
1D0DP,DOE2U,green,red
QQB30,Y7PN9,blue,green
5OFQ8,U2O9D,green,red
LBVHO,Y95IF,red,blue
CZOL9,U2UMM,green,green
5OFQ8,MSR3J,blue,blue
3H4QS,2L970,green,blue
YNALB,HUYSR,blue,green
RIC0E,XWPUP,blue,red
4N8QS,EI54H,red,green
RJMT7,HUYSR,red,red
0PQ1V,PW7P4,green,red
WB3SK,3YGHQ,green,blue
1ZK9D,0NGPG,red,blue
40LDN,MPJC9,red,red
8A4NB,X4VHI,blue,red
ECZFS,CABJT,green,green
2ZIYM,0PTVR,red,red
QL9EH,EX4N8,blue,green
FJNO4,9D9SF,red,green
MH391,MBTVY,blue,green
HUYSR,EQH49,red,red
ZG1MT,CBAN8,blue,red
6XWDH,YK10O,red,blue
EOH2G,3KJV3,blue,red
2U0U8,ZY7M8,green,red
MF28A,LDU7F,blue,red
ZZQOZ,EBAKR,red,blue
IZWDJ,U9MYY,green,green
YWQBI,LRYSC,red,green
GXBYM,HI6UQ,blue,red
OV6Q4,4D319,blue,red
IN38O,MH9A6,green,blue
P5YE1,F834S,green,blue
OY1UK,ACEBZ,green,green
APVFH,MNBK5,red,green
HTPRR,AK6M7,blue,green
79KC4,SSTYS,blue,blue
6BEXO,1DGE4,blue,red
PA5OG,08NKJ,red,red
IZWDJ,1JFAT,red,red
JUQPG,0P01H,red,green
2L970,CBQ0W,red,green
S30AR,C8Z0Z,red,green
Z9ATV,3KJV3,green,red
RIC0E,6HNIK,blue,blue
CIQ3Z,URWZ0,green,green
AL938,XHQ7J,green,green
GUHKN,8HM5S,green,green
GJP2Z,HQ764,green,red
NYN5I,95261,green,red
AL938,K4WSY,green,green
A8ZK0,5KRDT,red,red
DANSD,DNOE1,blue,green
VO2EW,0N84X,red,blue
M4PY7,0H2EG,green,green
GSOWC,XVE9I,green,green
L9KTE,AON59,green,green
BX7HE,2CZZ6,green,red
2ZIYM,02FV6,red,green
KDLRJ,7KPBM,blue,blue
USKRX,HFI1S,green,green
PYHV8,5VBDJ,red,green
YK10O,2L970,red,green
P5YE1,5KQEJ,blue,blue
GUFW9,2VHC2,red,blue
J95J5,Y7PN9,green,blue
Y6XM9,5E9F4,green,green
M4PY7,DO6YF,green,red
TK9MZ,GL1XX,blue,green
1TPG3,BHXS4,green,red
4RITS,HN3EH,green,red
RVIYT,2CL3G,green,red
E1GGP,PQUYZ,blue,red
W5Z7J,2WIVF,green,blue
K4E7D,SJSTG,blue,green
SBLF3,WFRM0,red,blue
Q50LR,OXZY3,green,red
U8OEF,08KC5,red,green
HAQRL,DANSD,red,blue
L95CH,BHABZ,red,red
382I1,LQXMH,green,red
65DNU,HK99G,blue,green
HCS0S,4UQ24,green,blue
TZXWR,U8MTM,blue,red
8A4NB,HY4U1,red,red
L9KTE,IYJRB,green,green
UXOQ4,KTYQL,blue,red
UI19F,TNB22,blue,blue
W4MRN,9GG22,blue,green
AGOZZ,KPSJG,red,green
MPJC9,869QV,red,green
0OW1H,1JFAT,green,green
8P5QY,4VKA8,green,green
U2R3W,K4E7D,red,blue
WUGEM,LY9E1,green,green
RRIZU,ZRLP7,green,blue
QIOXN,KTYE7,green,red
6L9KH,SJ4F5,blue,red
P99SW,U269Y,red,blue
1NN46,CLE4I,red,green
I3UOU,WLWN0,blue,blue
129H8,N22QM,red,blue
OY1UK,CLE4I,red,red
51549,YK10O,blue,red
8RLVC,NLUIU,blue,green
JR9PX,S7U4A,blue,blue
8VD6X,SO28D,blue,green
6PQRL,G7SJA,green,blue
7G8B6,R6F6H,green,red
OV6Q4,CZBX1,blue,blue
LYPHQ,HRRC3,blue,red
7G8B6,EX6D7,blue,green
XWPUP,AFCRO,green,red
N7XBN,SR4CW,red,green
Q6YHQ,7YGZC,green,blue
CLE4I,7I9N1,red,red
WS2R3,68IVQ,red,green
8312J,JBLZD,green,red
OZUXL,USKRX,red,blue
U0T3R,0N84X,blue,green
29T7Z,UXOQ4,green,red
HI6UQ,KRICQ,blue,red
CI7JY,U4U00,blue,blue
NW9MK,CYOSC,red,red
CUBF4,NBRBM,green,blue
G7SJA,FJVAM,red,blue
SPKFS,Y4KI8,red,red
AL938,E7DB8,red,red
6X6QR,LQU1E,blue,red
SYCL1,TRYNL,blue,blue
BUHTO,TXXHK,red,red
2CZZ6,OWIL3,green,red
WGRB5,Y95IF,blue,red
JBYFQ,DUBO2,red,red
SSTYS,4F8J5,green,red
DANSD,2OKRA,green,blue
63TIL,RTH2Y,green,blue
7BMH8,Y7PN9,red,red
LD5WR,PPQU2,green,red
TUB95,LQXMH,blue,blue
65H0H,U2R3W,blue,green
B5S64,T0JC3,green,blue
A8ZK0,JLLBD,blue,red
HK99G,SC1RQ,red,green
Z9ATV,ZRLP7,green,red
VSLS8,DR6PG,blue,green
UI5AL,2GBYA,green,green
0JK41,1TPG3,green,green
WMQ5G,GV88P,green,red
QTKFO,DZ1NO,blue,blue
J7FBX,QPOVG,blue,green
DUBO2,1I6FP,blue,blue
TF7B3,1D0DP,green,blue
N6OSY,VQMB8,blue,red
OXEV0,7YGZC,green,blue
45020,869QV,red,red
3DHX9,2GBYA,green,green
0OW1H,N6OSY,red,green
ZR6FE,IOSYM,green,blue
Z9VY0,02FV6,red,green
B6HM5,D928C,green,red
TVCVK,DJ47M,blue,red
1J5IR,50IBQ,green,blue
CI4I3,9WBUE,blue,red
LC4JU,CGTHJ,green,green
NCPB6,497HN,blue,red
SPKFS,X6MNV,green,blue
XEE6Y,R1JH5,red,green
4BPDC,QKAYH,green,blue
HIXT3,DESN1,green,blue
J8K06,RZZF2,red,red
U4U00,PPQU2,blue,red
UVFL8,1U9HK,blue,red
VFN8X,LRYSC,blue,red
JGR33,QRT9A,blue,red
RZ81Y,3H5IP,green,green
JGR33,4J799,blue,blue
1YS29,4Q9LK,green,blue
B45P3,DBJAC,blue,blue
4D319,OEXHO,red,red
HZ9MN,37PGM,green,green
CIQ3Z,HML9W,blue,green
AL938,4F8J5,red,blue
WXU50,TRYNL,blue,red
4J799,RZCIK,red,green
NBRBM,FJFGJ,red,green
YNALB,356NS,blue,red
9UYBE,VZ9K4,red,red
R7M6P,JCOFD,blue,red
VO2EW,Y6E8U,green,green
IYJRB,0JK41,blue,green
T0TS3,Q3RP0,green,blue
NM9F5,EBE8N,red,red
JR9PX,JLLBD,green,blue
JER6M,IPVRT,red,blue
YRLLE,RLNSC,green,green
RILWN,KMTBL,red,blue
3H5IP,4FRD4,red,blue
BK99V,8S0Y5,red,red
HFI1S,VIMY8,green,blue
TUB95,Z8XKE,red,red
2CL3G,Z9VY0,green,blue
WEP3W,7Y6QP,red,red
U2O9D,MPJC9,blue,blue
KTYQL,W4ATV,red,green
GXBYM,JWEJC,red,green
VOSVE,ACD94,green,red
12KJ3,LW081,blue,red
25I5U,4Q9LK,red,red
FZPMI,EQH49,red,red
1X23I,KPSJG,blue,green
C534Z,8T9DT,green,red
LD5WR,MF28A,green,green
04Z09,XG8JK,blue,red
C8Z0Z,5F4TY,blue,red
U0T3R,6XE5S,green,green
FJFGJ,VXSGC,red,blue
ZTSQY,JR9PX,green,blue
51549,UABTE,green,red
USKRX,59T6W,blue,blue
45020,Z5ONJ,red,green
NJD6X,ZOR7F,red,red
3V26S,QIPV9,green,blue
DESN1,LY9E1,red,green
R0YP2,LRYSC,red,red
AYH5F,435S1,blue,blue
7G8B6,Z4WZE,green,green
RLNSC,X7ISR,green,blue
VIMY8,T9ALU,green,blue
BUHTO,QUVEF,green,red
LEA39,QKAYH,blue,blue
8DEPA,5JMHH,blue,blue
KVKJP,HSOOO,green,red
TZXWR,JXWV6,green,green
H7INM,X4PN1,green,red
NX6IS,HCITG,red,red
EQH49,8B09U,blue,blue
I7JS7,ADLTN,red,green
RNA90,QULXT,red,blue
5LDPF,1XVCU,green,blue
IBEPX,NCPB6,green,green
GWYS3,LYPHQ,red,green
ZEOKC,EBJPP,red,green
8EYU2,JZF3M,red,blue
S99XZ,LBVHO,blue,blue
8VD6X,7GMMP,red,red
R6F6H,1DGE4,red,green
JBYFQ,NJD6X,green,red
W5Z7J,EK1O1,red,blue
YTUWC,6PQRL,green,green
G0X6P,UCV8I,blue,red
V3WWX,CIQ3Z,red,red
IWP8R,8DEPA,green,green
RLNSC,LW081,red,green
U8MTM,1VQ20,blue,green
9RYVL,ROGON,green,green
1D0DP,MT2P6,red,red
5ESWV,ZZQOZ,red,red
6X0IF,6L9KH,red,red
XHIY2,JZ8U0,red,blue
70S7I,2CZZ6,red,green
QHDLK,YKSKE,green,blue
ADLTN,KVKJP,blue,red
EK1O1,6SACK,green,green
T9ALU,P5YE1,red,blue
UI5AL,8VD6X,green,red
Y4KI8,F0CQJ,red,green
YQRQN,37PGM,blue,red
QB3US,LSYOZ,blue,red
7BMH8,7XHXX,green,green
7L4N7,3KJV3,blue,green
EITEV,0NGPG,green,red
D928C,93OKD,red,green
OWGFI,24WWE,green,green
8DU5O,D6NP6,red,green
QZ8WS,NLE82,red,red
HRRC3,VCLW9,blue,blue
2CL3G,CBAN8,blue,green
ULYCS,UVFL8,blue,green
EZP7K,65DNU,red,red
M8F0T,H7INM,green,blue
U8MTM,HFI1S,red,blue
BHXS4,SAZIF,green,blue
E3VR0,K7XEQ,red,red
68KDQ,RVIYT,red,red
XX0BU,UG4R0,green,green
DOVTG,XG8JK,red,blue
6WC6X,5KQEJ,green,red
PRNM9,6L9KH,blue,blue
BDDE6,MKTV8,red,red
W0DR2,VOSVE,green,red
SJSTG,7WJYZ,blue,red
8TQ7L,21L0W,blue,green
ORM7Z,YKLD6,blue,blue
SHRY2,VY1JU,green,red
UO2GJ,CBAN8,red,red
6BEXO,D4VGA,green,green
4F8J5,RLNSC,green,green
23NKK,UM75W,red,green
G0X6P,V7ZQT,blue,green
9YNW9,B1Q6K,red,green
T9YXS,2OKRA,green,red
QHDLK,NLE82,blue,blue
Y5NSE,3H5PG,green,blue
19IZN,9I7R1,red,blue
7HIYA,QBZ6M,red,red
6X3TF,270ZF,green,green
L0OVN,J26IB,blue,blue
5ESWV,YK10O,green,red
ZHKVE,5KRDT,red,green
